Date,Workout Type,Exercise,Reps and Sets,Weight (Set 1),Reps (Set 1),Weight (Set 2),Reps (Set 2),Weight (Set 3),Reps (Set 3),Weight (Set 4),Reps (Set 4),Weight (Set 5),Reps (Set 5),Note
,,,,,,,,,,,,,,
3/13/2025,Heavy Push,Bench,3xFail,185.,,185.,,185.,,,,,,good
3/13/2025,Heavy Push,Incline press machine,2xFail + Drop,45.,8,45.,,,Dropset,,,,,
3/13/2025,Heavy Push,Downward,5xFail,110.,,110.,,110.,,110.,,110.,,lighter
3/13/2025,-Superset-,,,,,,,,,,,,,
3/13/2025,Heavy Push,Stretch skulls,3xFail,60.,,60.,,60.,,,,,,perfect
3/13/2025,Heavy Push,Rope tricep pull downs,1 Set,52.5,,,,,,,,,,
3/13/2025,Heavy Push,Rope pull downs,3xFail,47.5,,47.5,,47.5,,,,,,
,,,,,,,,,,,,,,
3/20/2025,Heavy Push,Incline bb,3xFail,165.,,,,,,,,,,weak day; going down
3/20/2025,Heavy Push,Rope pull downs,1 Set,52.5,,,,,,,,,,
3/20/2025,Heavy Push,Fly cables,3xFail,27.,,32.5,,32.5,,,,,,
3/20/2025,Heavy Push,Overhead tri press,1 Set,57.5,,,,,,,,,,
3/20/2025,Heavy Push,Downward,3x8 or fail,27.5,8,32.5,8,32.5,8,,,,,
,,,,,,,,,,,,,,
3/28/2025,Heavy Push,Bench,3xFail,135.,12,,,,,,,,,light high reps
3/28/2025,Heavy Push,Db incline,2xFail + Drop,50.,,50.,,,Dropset,,,,,
3/28/2025,Heavy Push,Tricep pull downs,3xFail,,,,,,,,,,,
3/28/2025,-Superset-,,,,,,,,,,,,,
3/28/2025,Abs,Abs,1 Set,,,,,,,,,,,
3/28/2025,Heavy Push,Downward,5xFail,110.,,110.,,110.,,110.,,110.,,lighter
,,,,,,,,,,,,,,
4/4/2025,Heavy Push,Incline bb,3xFail,165.,,165.,,165.,,,,,,
4/4/2025,Heavy Push,Rope pull downs,1 Set,57.5,,,,,,,,,,
4/4/2025,Heavy Push,Upward flies,3xFail,25.,,25.,,25.,,,,,,
4/4/2025,Heavy Push,Stretch skulls,1 Set,60.,,,,,,,,,,
4/4/2025,Heavy Push,Downward,3x8 or fail,30.,8,30.,8,30.,8,,,,,
,,,,,,,,,,,,,,
4/16/2025,Heavy Push,Bench,2 Sets,205.,,185.,,,,,,,,185 damn good
4/16/2025,Heavy Push,Tri pull downs,3xFail,52.5,,57.5,,57.5,,,,,,
4/16/2025,-Superset-,,,,,,,,,,,,,
4/16/2025,Heavy Push,Decline wide push ups,1 Set,Bodyweight,,,,,,,,,,
4/16/2025,Heavy Push,Low and high chest flies,1 Set,,,,,,,,,,,
4/16/2025,-Superset-,,,,,,,,,,,,,
4/16/2025,Heavy Push,Decline close push ups,1 Set,Bodyweight,,,,,,,,,,
,,,,,,,,,,,,,,
4/21/2025,Heavy Push,Fly machine,3xFail,90.,,90.,,90.,,,,,,great stretch
4/21/2025,Heavy Push,Chest press machine,3xFail,45.,,70.,,90.,,,,,,
,,,,,,,,,,,,,,
4/28/2025,Heavy Push,Incline bb,3xFail,165.,,165.,,165.,,,,,,
4/28/2025,Heavy Push,Rope pull downs,1 Set,57.5,,,,,,,,,,
4/28/2025,Heavy Push,Upward flies,3xFail,25.,,25.,,25.,,,,,,
4/28/2025,Heavy Push,Stretch skulls,,,,,,,,,,,,skipped today
4/28/2025,Heavy Push,Flies,3x8 or fail,30.,8,30.,8,30.,8,,,,,did normal flies today
,,,,,,,,,,,,,,
5/2/2025,Heavy Push,Full body,,,,,,,,,,,,
,,,,,,,,,,,,,,
6/23/2025,Heavy Push,Bench,3xFail,135.,12,,,,,,,,,light high reps
6/23/2025,Heavy Push,Db incline,2xFail + Drop,45.,,,Dropset,,,,,,,light today
6/23/2025,Heavy Push,Tricep pull downs,3xFail,45.,,45.,,45.,,,,,,
6/23/2025,Heavy Push,Fly chest machine,3xFail,,,,,,,,,,,
,,,,,,,,,,,,,,
10/16/2025,Light Push,Chest press machine,3xFail,45.,,45.,,45.,,,,,,first time back in a while
10/16/2025,Light Push,Tri rope pulls and overheads,4xFail,35.,,35.,,35.,,35.,,,,
,,,,,,,,,,,,,,
10/21/2025,Heavy Push,Skull crushers to chest press,1 Set,70.,,,,,,,,,,ramping it up
10/21/2025,Heavy Push,Chest press machine,1 Set,45.,,,,,,,,,,each side
10/21/2025,Heavy Push,Downward flies,1 Set,27.,,,,,,,,,,
10/21/2025,Heavy Push,Tricep rope pull downs,1 Set,,,,,,,,,,,
,,,,,,,,,,,,,,
10/26/2025,Heavy Push,Incline bb,3xFail,115.,8,115.,,115.,,,,,,
10/26/2025,Heavy Push,Dips,2xFail,Bodyweight,8,Bodyweight,6,,,,,,,
10/26/2025,Heavy Push,Downward flies,3xFail,25.,,25.,,25.,,,,,,
10/26/2025,Heavy Push,Rope overhead extension,3xFail,35.,,35.,,35.,,,,,,40 coulda went; full extension
10/26/2025,Heavy Push,Flies,2x8 or fail,25.,8,25.,,,,,,,,go x3 next probably
,,,,,,,,,,,,,,
10/31/2025,Heavy Push,Bench,1 Set,,,,,,,,,,,damn good
10/31/2025,Heavy Push,Tri pull downs,3xFail,52.5,,57.5,,57.5,,,,,,
10/31/2025,-Superset-,,,,,,,,,,,,,
10/31/2025,Heavy Push,Decline wide push ups,1 Set,Bodyweight,,,,,,,,,,
10/31/2025,Heavy Push,Low and high chest flies,1 Set,,,,,,,,,,,
10/31/2025,-Superset-,,,,,,,,,,,,,
10/31/2025,Heavy Push,Decline close push ups,1 Set,Bodyweight,,,,,,,,,,
,,,,,,,,,,,,,,
11/4/2025,Heavy Push,Incline bb,3xFail,115.,8,115.,,115.,,,,,,can do 135 but hand fucked
11/4/2025,Heavy Push,Dips,2xFail,Bodyweight,8,Bodyweight,8,,,,,,,
11/4/2025,Heavy Push,Downward flies,3xFail,25.,,25.,,25.,,,,,,
11/4/2025,Heavy Push,Rope overhead extension,3xFail,42.5,,42.5,,42.5,,,,,,
11/4/2025,Heavy Push,Upward and regular Flies,4xFail,25.,,25.,,25.,,25.,,,,go x3 next
,,,,,,,,,,,,,,
11/10/2025,Heavy Push,Fly machine,2xFail,100.,,100.,,,,,,,,light warmy
11/10/2025,Heavy Push,Bench,3xFail,135.,,135.,,135.,,,,,,spotter needed
11/10/2025,Heavy Push,Tri pull downs,3xFail,52.5,,57.5,,57.5,,,,,,
11/10/2025,Heavy Push,Low chest flies,3xFail,25.,,30.,,30.,,,,,,
11/10/2025,Heavy Push,High chest flies,3xFail,15.,,20.,,20.,,,,,,
11/10/2025,Heavy Push,Decline close push ups,1 Set,Bodyweight,,,,,,,,,,
11/10/2025,Heavy Push,Decline wide push ups,1 Set,Bodyweight,,,,,,,,,,
,,,,,,,,,,,,,,
11/16/2025,Heavy Push,Chest press machine,2xFail,60.,,60.,,,,,,,,warm up + 2xfail; each side
11/16/2025,Heavy Push,Tri pull down ropes,3xFail + Drop,42.5,,47.5,,47.5,,,Dropset,,,
11/16/2025,Heavy Push,Upward flies,3xFail,22.5,,22.5,,22.5,,,,,,each side
11/16/2025,Heavy Push,Trip pull downs over head,3xFail + Drop,42.5,,42.5,,42.5,,,Dropset,,,
11/16/2025,Heavy Push,Chest fly machine,3xFail,115.,,130.,,130.,,,,,,
,,,,,,,,,,,,,,
11/21/2025,Heavy Push,Chest flies warm up,2xFail,100.,,100.,,,,,,,,
11/21/2025,Heavy Push,Kick backs warm up,1 Set,12.5,,,,,,,,,,
11/21/2025,Heavy Push,Incline bench bb,2xFail,135.,,135.,,,,,,,,no spotter
11/21/2025,Heavy Push,Dips,3xFail,Bodyweight,,Bodyweight,,Bodyweight,,,,,,
11/21/2025,Heavy Push,Chest press machine,3xFail,90.,,70.,,70.,,,,,,each side; 90 pop shoulder
11/21/2025,Heavy Push,Fly machine,3 Sets,120.,,120.,,120.,,,,,,
11/21/2025,Heavy Push,Tricep rope pull downs,3 Sets,42.5,,50.,,50.,,,,,,
,,,,,,,,,,,,,,
11/27/2025,Heavy Push,Incline bench bb,3xFail,155.,,155.,,155.,,,,,,with spotter
11/27/2025,Heavy Push,Dips,,,,,,,,,,,,skipped
11/27/2025,Heavy Push,Rope pull downs,4xFail,50.,,42.5,,30.,,30.,,,,
11/27/2025,Heavy Push,Fly machine,3xFail + Drop,120.,,120.,,120.,,,Dropset,,,
,,,,,,,,,,,,,,
12/4/2025,Heavy Push,Db incline press,3xFail,55.,,55.,,55.,,,,,,
12/4/2025,Heavy Push,Dips,2xFail,Bodyweight,,Bodyweight,,,,,,,,
12/4/2025,Heavy Push,Fly machine,3xFail,85.,,85.,,85.,,,,,,
12/4/2025,Heavy Push,Straight bar tricep ropes,4xFail,50.,,50.,,50.,,50.,,,,perfect to start
,,,,,,,,,,,,,,
12/8/2025,Heavy Push,Incline db,3xFail,60.,,60.,,60.,,,,,,
12/8/2025,Heavy Push,Dips,3xFail,Bodyweight,,Bodyweight,,Bodyweight,,,,,,
12/8/2025,Heavy Push,Rope pull downs,1 Set,,,,,,,,,,,
12/8/2025,Heavy Push,Single arm upward cable fly,3 Sets,20.,,20.,,20.,,,,,,
,,,,,,,,,,,,,,
12/11/2025,Heavy Push,Incline db,3xFail,55.,,55.,,55.,,,,,,
12/11/2025,Heavy Push,Fly machine,3xFail,100.,,100.,,100.,,,,,,
12/11/2025,Heavy Push,Dips,3xFail,Bodyweight,,Bodyweight,,Bodyweight,,,,,,
12/11/2025,Heavy Push,upward cable fly,1 Set + Drop,17.5,,,Dropset,,,,,,,
12/11/2025,Heavy Push,Tri pull down,3xFail + Drop,57.,,52.,,47.,,37.,,27.,Dropset,
,,,,,,,,,,,,,,
12/15/2025,Heavy Push,Machine sitting flies,3xFail,80.,,100.,,100.,,,,,,
12/15/2025,Heavy Push,Skulls + press,5xFail,50.,,70.,,80.,,80.,,80.,,
12/15/2025,Heavy Push,Dips,3xFail,Bodyweight,,Bodyweight,,Bodyweight,,,,,,
12/15/2025,Heavy Push,Rope upward flies,2xFail,17.5,,22.5,,,,,,,,
12/15/2025,Abs,straight arm push ab machine,3xFail,110.,,110.,,110.,,,,,,
,,,,,,,,,,,,,,
12/19/2025,Heavy Push,Machine sitting flies,5xFail,70.,,85.,,100.,,100.,,100.,,
12/19/2025,Heavy Push,Skulls + press,3xFail,50.,,70.,,80.,,,,,,
12/19/2025,Heavy Push,Dips,3xFail,Bodyweight,,Bodyweight,,Bodyweight,,,,,,
12/19/2025,Heavy Push,Rope upward flies,2xFail,17.5,,22.5,,,,,,,,
12/19/2025,Abs,oblique day,1 Set,45.,5m,,,,,,,,,standing oblique raises
,,,,,,,,,,,,,,
12/23/2025,Heavy Push,Bench,4xFail,115.,,145.,,155.,,165.,6,,,
12/23/2025,Heavy Push,Reverse tri pull down,3xFail,37.5,,47.5,,42.5,,,,,,try 42 all way through
12/23/2025,Heavy Push,Fly machine,3xFail,105.,,105.,,105.,,,,,,
12/23/2025,Heavy Push,Dips,3xFail,Bodyweight,9,Bodyweight,,Bodyweight,,,,,,
,,,,,,,,,,,,,,
12/30/2025,Heavy Push,Incline bb,4xFail,155.,,155.,,155.,,155.,,,,perfect
12/30/2025,Heavy Push,Stretch Skulls + press,3xFail,70.,,70.,,70.,,,,,,
12/30/2025,Heavy Push,Fly machine,3xFail,110.,,110.,,110.,,,,,,
12/30/2025,Heavy Push,Dips,3xFail,Bodyweight,,Bodyweight,,Bodyweight,,,,,,
,,,,,,,,,,,,,,
1/3/2026,Heavy Push,Incline db,3xFail,60.,,60.,,60.,,,,,,perfect
1/3/2026,Heavy Push,Fly machine,3xFail + Drop,120.,,120.,,120.,,,Dropset,,,
1/3/2026,Heavy Push,Dips,3xFail,Bodyweight,,Bodyweight,,Bodyweight,,,,,,
1/3/2026,Heavy Push,upward cable fly,1 Set + Drop,20.,,,Dropset,,,,,,,
1/3/2026,Heavy Push,Tri pull down,3xFail + Drop,57.,,52.,,47.,,37.,,27.,Dropset,
,,,,,,,,,,,,,,
1/8/2026,Heavy Push,Db chest press,3xFail,60.,,65.,,65.,,,,,,
1/8/2026,Heavy Push,Dips,4xFail,Bodyweight,,Bodyweight,,Bodyweight,,Bodyweight,,,,
1/8/2026,Heavy Push,Fly machine,3xFail + Drop,120.,,120.,,120.,,,Dropset,,,perfect
1/8/2026,Heavy Push,Rope Tri pull down,2xFail,57.,,57.,,,,,,,,
1/8/2026,Heavy Push,Reverse tri pull down,2xFail,50.,,42.,,,,,,,,
1/8/2026,Heavy Push,Upward cable flies,3xFail,22.5,,22.5,,22.5,,,,,,
,,,,,,,,,,,,,,
1/26/2026,Heavy Push,Db incline chest press,4xFail,40.,,50.,,60.,,60.,,,,
1/26/2026,Heavy Push,Dips,4xFail,Bodyweight,,Bodyweight,,Bodyweight,,Bodyweight,,,,
1/26/2026,Heavy Push,Fly machine,3xFail + Drop,120.,,120.,,120.,,,Dropset,,,go 125 next
1/26/2026,Heavy Push,Rope Tri pull down,2xFail,57.,,57.,,,,,,,,
1/26/2026,Heavy Push,Reverse tri pull down,2xFail,50.,,42.,,,,,,,,
1/26/2026,Heavy Push,Downward cable flies,3xFail,25.,,30.,,30.,,,,,,
,,,,,,,,,,,,,,
2/3/2026,Heavy Push,Db chest press,3xFail,60.,,65.,,65.,,,,,,start 70 w spotter
2/3/2026,Heavy Push,Dips,4xFail,Bodyweight,,Bodyweight,,Bodyweight,,Bodyweight,,,,
2/3/2026,Abs,Crunch machine,3 Sets,190.,,190.,,190.,,,,,,
2/3/2026,Heavy Push,Fly machine,3xFail + Drop,130.,,130.,,130.,,,Dropset,,,perfect
2/3/2026,Heavy Push,Rope Tri pull down,2xFail,57.,,57.,,,,,,,,
2/3/2026,Heavy Push,Reverse tri pull down,2xFail,50.,,42.,,,,,,,,
2/3/2026,Heavy Push,Upward cable flies,3xFail,22.5,,22.5,,22.5,,,,,,
,,,,,,,,,,,,,,
2/10/2026,Heavy Push,Db incline chest press,4xFail,40.,,50.,,65.,,65.,,,,
2/10/2026,Heavy Push,Dips,4xFail,Bodyweight,,Bodyweight,,Bodyweight,,Bodyweight,,,,
2/10/2026,Heavy Push,Fly machine,3xFail + Drop,120.,,120.,,120.,,,Dropset,,,go 125 next
2/10/2026,Heavy Push,Rope Tri pull down,2xFail,57.,,57.,,,,,,,,
2/10/2026,Heavy Push,Reverse tri pull down,2xFail,50.,,42.,,,,,,,,
2/10/2026,Heavy Push,Downward cable flies,3xFail,25.,,25.,,25.,,,,,,upward
,,,,,,,,,,,,,,
12/28/2022,Heavy Legs and Shoulders,Squat,3 Sets,205.,8,205.,6,205.,6,,,,,
12/28/2022,Heavy Legs and Shoulders,Seated leg push,3 Sets,225.,8,225.,6,225.,8,,,,,
12/28/2022,Heavy Legs and Shoulders,Seated leg curl,3x10,65.,10,65.,10,65.,10,,,,,
12/28/2022,-Superset-,,,,,,,,,,,,,
12/28/2022,Heavy Legs and Shoulders,Seated leg extension,3x10,80.,10,80.,10,80.,10,,,,,slow downward
12/28/2022,Heavy Legs and Shoulders,Calf raises,1 Set,,,,,,,,,,,forgot weight
,,,,,,,,,,,,,,
1/9/2023,KOT,Knees over toes,,,,,,,,,,,,Placeholder date
,,,,,,,,,,,,,,
1/13/2023,Light Legs and Shoulders,Squat,4 Sets,135.,15,135.,12,135.,10,135.,8,,,Pretty tough
1/13/2023,Light Legs and Shoulders,Seated leg press,,,,,,,,,,,,skip? brainstormed
1/13/2023,Light Legs and Shoulders,Seated leg curl,4 Sets,55.,15,65.,12,65.,10,65.,8,,,
1/13/2023,-Superset-,,,,,,,,,,,,,
1/13/2023,Light Legs and Shoulders,Seated leg extension,4 Sets,65.,15,65.,12,65.,10,65.,8,,,
1/13/2023,Light Legs and Shoulders,Seated calf raises,3x20,45.,20,45.,20,45.,20,,,,,1 plate machine weight
1/13/2023,Abs,(Injury Note),,,,,,,,,,,,HURT ANKLES NO LEGS
,,,,,,,,,,,,,,
2/15/2023,KOT,Marty St. Louis nordics,3x10,,10,,10,,10,,,,,working toward full 10
2/15/2023,-Superset-,,,,,,,,,,,,,
2/15/2023,KOT,Seated squat jumps,3x10,30.,10,30.,10,30.,10,,,,,
2/15/2023,KOT,Split squats,3x10,,10,,10,,10,,,,,per side
2/15/2023,-Superset-,,,,,,,,,,,,,
2/15/2023,KOT,Seated pistol squats,3x8,,8,,8,,8,,,,,per side
2/15/2023,KOT,Slant-board squats,3x20,,20,,20,,20,,,,,knee strengthening
2/15/2023,KOT,KOT calf raises,1 Set,,20,,,,,,,,,single leg
2/15/2023,KOT,Tib bar raises,1 Set,20% BW,15,,,,,,,,,
2/15/2023,KOT,Sled,1 Set,,100yd,,,,,,,,,
,,,,,,,,,,,,,,
2/23/2023,KOT,Nordics,3x10,,10,,10,,10,,,,,
2/23/2023,-SUPER-,,,,,,,,,,,,,
2/23/2023,KOT,Seated squat jumps,3x10,30.,10,40.,10,40.,10,,,,,Explode whole time
2/23/2023,KOT,Split squats,3x10,,10,,10,,10,,,,,per leg
2/23/2023,-SUPER-,,,,,,,,,,,,,
2/23/2023,KOT,Seated pistol squats,3x8,,8,,8,,8,,,,,only did 2 sets; soft on feet
2/23/2023,KOT,Slant board squats,3x20,,20,,20,,20,,,,,
2/23/2023,-SUPER-,,,,,,,,,,,,,
2/23/2023,KOT,I split,3 Sets,,20s,,20s,,20s,,,,,
,,,,,,,,,,,,,,
2/28/2023,KOT,Rockers,2 Sets,,,,,,,,,,,
2/28/2023,-Superset-,,,,,,,,,,,,,
2/28/2023,KOT,Kneeling ankle stretch,2 Sets,,,,,,,,,,,
2/28/2023,KOT,Pogo jumps,3x30,,30,,30,,30,,,,,
2/28/2023,-Superset-,,,,,,,,,,,,,
2/28/2023,KOT,Lateral explosive jumps,3x10,,10,,10,,10,,,,,
2/28/2023,KOT,Slantboard squats,3x20,,20,,20,,20,,,,,
2/28/2023,-Superset-,,,,,,,,,,,,,
2/28/2023,KOT,Single legs kot calf raises,3x15,,15,,15,,15,,,,,
2/28/2023,KOT,Tib raises,3x10,22.,10,22.,10,22.,10,,,,,10kg weight
,,,,,,,,,,,,,,
2/28/2023,Heavy Legs and Shoulders,Nordics,3x8,,8,,8,,8,,,,,knees & legs; slow down
2/28/2023,-Superset-,,,,,,,,,,,,,
2/28/2023,Heavy Legs and Shoulders,Backwards only sleds,3 Sets,90.,40yd,90.,40yd,90.,40yd,,,,,
2/28/2023,Heavy Legs and Shoulders,Basketball,1 Set,,45m,,,,,,,,,Balled for 45 min
,,,,,,,,,,,,,,
3/2/2023,Heavy Legs and Shoulders,Rockers,2 Sets,,,,,,,,,,,
3/2/2023,Heavy Legs and Shoulders,Kneeling ankle stretch,2x30,,30,,30,,,,,,,
3/2/2023,Heavy Legs and Shoulders,Pogo jumps,3x30,,30,,30,,30,,,,,
3/2/2023,-SUPER-,,,,,,,,,,,,,
3/2/2023,Heavy Legs and Shoulders,Lateral explosive jumps,3x10,,10,,10,,10,,,,,
3/2/2023,Heavy Legs and Shoulders,Seated squat jumps,3xFail,40.,,40.,,40.,,,,,,Explode whole time
3/2/2023,Heavy Legs and Shoulders,Split squats,3x10,,10,,10,,10,,,,,
3/2/2023,-Superset-,,,,,,,,,,,,,
3/2/2023,Heavy Legs and Shoulders,Seated pistol squats,3xFail,,,,,,,,,,,Only 2 sets; soft on feet
3/2/2023,Heavy Legs and Shoulders,Slantboard squats,3x20,,20,,20,,20,,,,,brainstormed weight
3/2/2023,-Superset-,,,,,,,,,,,,,
3/2/2023,Heavy Legs and Shoulders,Wall sits,3 Sets,,20s,,20s,,20s,,,,,
,,,,,,,,,,,,,,
3/3/2023,KOT,Nordics,3x8,,8,,8,,8,,,,,slow down
3/3/2023,-Superset-,,,,,,,,,,,,,
3/3/2023,KOT,Backwards only sleds,3 Sets,90.,40yd,90.,40yd,90.,40yd,,,,,
3/3/2023,KOT,Tib raises,3xFail,22.,,22.,,22.,,,,,,10kg weight
3/3/2023,KOT,Single leg kot calf raises,3x15,,15,,15,,15,,,,,focusing on ankle
,,,,,,,,,,,,,,
3/6/2023,Heavy Legs and Shoulders,Squat,3xFail,205.,8,205.,6,205.,,,,,,
3/6/2023,Heavy Legs and Shoulders,Seated leg curl,3x8,85.,8,85.,8,105.,4,,,,,ended with 4x105
3/6/2023,-Superset-,,,,,,,,,,,,,
3/6/2023,Heavy Legs and Shoulders,Seated leg extension,3x8,85.,8,85.,8,105.,4,,,,,slow downward
3/6/2023,Heavy Legs and Shoulders,Calf raises,1 Set,,,,,,,,,,,find heavy weight
,,,,,,,,,,,,,,
3/13/2023,KOT,Nordics,3x8,,8,,8,,8,,,,,slow down
3/13/2023,-Superset-,,,,,,,,,,,,,
3/13/2023,KOT,Lateral explosive jumps,3x10,,10,,10,,10,,,,,
3/13/2023,KOT,Seated squat jumps,3x8,50.,8,50.,8,50.,8,,,,,
3/13/2023,KOT,Ladder,1 Set,,,,,,,,,,,
3/13/2023,KOT,Tib raises,3xFail,22.,,22.,,22.,,,,,,10kg
3/13/2023,-Superset-,,,,,,,,,,,,,
3/13/2023,KOT,Single leg kot calf raises,3x15,,15,,15,,15,,,,,
3/13/2023,Abs,L sits,1 Set,,30s,,,,,,,,,
,,,,,,,,,,,,,,
3/22/2023,Heavy Legs and Shoulders,Squat,3 Sets,185.,10,205.,8,,,,,,,knees hurting
3/22/2023,Heavy Legs and Shoulders,Seated leg extension,4x8,95.,8,95.,8,95.,8,95.,8,,,
3/22/2023,Heavy Legs and Shoulders,Calf raises,4 Sets,45.,,45.,,45.,,45.,,,,35lb plate per side?
,,,,,,,,,,,,,,
4/10/2023,KOT,Seated squat jumps,3x10,30.,10,30.,10,30.,10,,,,,Explode
4/10/2023,-Superset-,,,,,,,,,,,,,
4/10/2023,KOT,T raises,3x8,20.,8,20.,8,20.,8,,,,,
4/10/2023,KOT,Split squats,3x10,,10,,10,,10,,,,,per leg
4/10/2023,-Superset-,,,,,,,,,,,,,
4/10/2023,KOT,Mid pause db press,4 Sets,35.,8,35.,6,35.,5,35.,4,,,
4/10/2023,KOT,Wolverines,8x8,40.,8,40.,8,40.,8,40.,8,40.,8,for rear delts
,,,,,,,,,,,,,,
4/17/2023,Heavy Legs and Shoulders,Squat,4x8,205.,8,215.,8,215.,8,215.,8,,,
4/17/2023,-Superset-,,,,,,,,,,,,,
4/17/2023,Heavy Legs and Shoulders,Bb press,4xFail,90.,8,90.,,90.,,90.,,,,
4/17/2023,Heavy Legs and Shoulders,Seated leg extension,4x8,95.,8,95.,8,95.,8,95.,8,,,
4/17/2023,-Superset-,,,,,,,,,,,,,
4/17/2023,Heavy Legs and Shoulders,T raises,4x8,20.,8,20.,8,20.,8,20.,8,,,
4/17/2023,Heavy Legs and Shoulders,Calf raises,8xFail,90.,,90.,,90.,,90.,,90.,,2 plates per side
4/17/2023,-Superset-,,,,,,,,,,,,,
4/17/2023,Heavy Legs and Shoulders,Wolverines,4x8,40.,8,40.,8,40.,8,40.,8,,,
4/17/2023,Heavy Legs and Shoulders,(Note),,,,,,,,,,,,Shrugs next time
,,,,,,,,,,,,,,
3/25/2023,KOT,Nordics,3xFail,,5,,6,,6,,,,,first time back
3/25/2023,-Superset-,,,,,,,,,,,,,
3/25/2023,KOT,Sitting squat jumps,3 Sets,25.,8,25.,9,25.,10,,,,,25s in each hand
3/25/2023,KOT,Tib raises,4xFail,22.,,22.,,22.,,22.,,,,10kg weight
3/25/2023,KOT,Single leg kot raises,3x13,,13,,13,,13,,,,,
3/25/2023,KOT,Slantboard squat,3x20,50.,20,50.,20,50.,20,,,,,added 50 lb db
3/25/2023,Abs,Abs,1 Set,,5m,,,,,,,,,5 min of abs
,,,,,,,,,,,,,,
4/28/2023,Heavy Legs and Shoulders,Bb press,4xFail,60.,,100.,,100.,,100.,,,,warm up with 60
4/28/2023,Heavy Legs and Shoulders,Db front lateral press,4xFail,15.,8,15.,,20.,,20.,,,,
4/28/2023,Heavy Legs and Shoulders,Shrugs,3x10,80.,10,80.,10,85.,10,,,,,stay slow
4/28/2023,Heavy Legs and Shoulders,Wolverines,4xFail,40.,8,,,,,,,,,
,,,,,,,,,,,,,,
5/4/2023,KOT,Marty St. Louis,3x10,,10,,10,,10,,,,,
5/4/2023,-Superset-,,,,,,,,,,,,,
5/4/2023,KOT,Seated squat jumps,3x10,25.,10,25.,10,25.,10,,,,,
5/4/2023,KOT,Slant board squats,3x20,,20,,20,,20,,,,,
5/4/2023,-Superset-,,,,,,,,,,,,,
5/4/2023,KOT,KOT calf raises,3x15,,15,,15,,15,,,,,
5/4/2023,KOT,Seated Pistol squat jumps,3x8,,8,,8,,8,,,,,no weight
5/4/2023,KOT,Tib raises,3x10,,10,,10,,10,,,,,
5/4/2023,-Superset-,,,,,,,,,,,,,
5/4/2023,KOT,Sleds,1 Set,,,,,,,,,,,
,,,,,,,,,,,,,,
5/5/2023,Heavy Legs and Shoulders,Mid pause db press,4xFail,40.,8,40.,,45.,,45.,,,,
5/5/2023,Heavy Legs and Shoulders,T raises,4xFail,20.,8,20.,,20.,,20.,,,,perfect
5/5/2023,Heavy Legs and Shoulders,Wolverines,4xFail,50.,8,50.,,50.,,50.,,,,mid height; pretty perfect
,,,,,,,,,,,,,,
5/10/2023,Heavy Legs and Shoulders,Bench,3xFail,150.,8,150.,8,150.,8,,,,,push and legs combo
5/10/2023,Heavy Legs and Shoulders,Squats,3x6,225.,6,225.,6,225.,6,,,,,
5/10/2023,Heavy Legs and Shoulders,Bb incline,4x8,55.,8,55.,8,55.,8,55.,8,,,
5/10/2023,-Superset-,,,,,,,,,,,,,
5/10/2023,Heavy Legs and Shoulders,Hammy machine,4x8,95.,8,95.,8,95.,8,95.,8,,,
5/10/2023,Heavy Legs and Shoulders,Rope downward flies,3x8 + Drop,70.,8,70.,8,70.,8,,Dropset,,,moving up to 70
5/10/2023,-Superset-,,,,,,,,,,,,,
5/10/2023,Heavy Legs and Shoulders,Leg curl machine,4xFail,105.,8,105.,,105.,,105.,,,,
,,,,,,,,,,,,,,
5/11/2023,Heavy Legs and Shoulders,Bb raise,3x8,100.,8,100.,8,100.,8,,,,,
5/11/2023,Heavy Legs and Shoulders,Db front lateral raise,3x8 + Drop,20.,8,20.,8,20.,8,,Dropset,,,
5/11/2023,-Superset-,,,,,,,,,,,,,
5/11/2023,Heavy Legs and Shoulders,Shrugs,3x8,85.,8,85.,8,85.,8,,,,,keep arms off body
5/11/2023,Heavy Legs and Shoulders,Wolverines,4x8,50.,8,50.,8,50.,8,50.,8,,,
,,,,,,,,,,,,,,
5/15/2023,KOT,Marty St. Louis,3x10,,10,,10,,10,,,,,
5/15/2023,-Superset-,,,,,,,,,,,,,
5/15/2023,KOT,Seated squat jumps,3x10,25.,10,25.,10,25.,10,,,,,
5/15/2023,KOT,Slant board squats,3x20,,20,,20,,20,,,,,
5/15/2023,-Superset-,,,,,,,,,,,,,
5/15/2023,KOT,Tib raises,4xFail,26.5,8,26.5,,26.5,,26.5,,,,12kg; hard af
5/15/2023,KOT,Calf raises,4xFail,,8,,,,,,,,,
5/15/2023,-Superset-,,,,,,,,,,,,,
5/15/2023,KOT,Sleds,1 Set,,,,,,,,,,,
,,,,,,,,,,,,,,
5/18/2023,Heavy Legs and Shoulders,Mid pause db press,4xFail,45.,8,45.,,45.,,45.,,,,
5/18/2023,-Superset-,,,,,,,,,,,,,
5/18/2023,Heavy Legs and Shoulders,Seated pistol squats,4 Sets,,5,,5,,5,,5,,,no weight
5/18/2023,Heavy Legs and Shoulders,Squats,3 Sets,225.,6,225.,6,225.,6,,,,,
5/18/2023,Heavy Legs and Shoulders,T raises,3x8,20.,8,20.,8,20.,8,,,,,
5/18/2023,Heavy Legs and Shoulders,Leg curls,2x8 + Drop,105.,8,105.,8,,Dropset,,,,,
